datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,monitored_facility,contingency_facility,shadow_price
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-940.28
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-183.50
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,MIAMIFOR138 KV  MIA-08W1,ACTUAL,-45.73
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-192.80
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-28.94
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-372.74
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,SAXTON  115 KV  SAX-SNA,230/115.Lewistown.T3,-525.52
6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,6/25/2025 1:00:00 AM,6/24/2025 9:00:00 PM,SEDGEHIL230 KV  TX1,230/115.SedgeHill.TX2,-187.44
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-92.58
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-208.66
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,APSOUTH contingency,L500.Bedington-BlackOak,-134.69
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,BCPEP,ACTUAL,-77.80
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,Burr Oak - Plymouth 138kV 13819 l/o Burr Oak - Hiple 345kV 34529,L345.BurrOak-Hiple,-52.85
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,CLINCHRI138 KV  CLI-LEB1,ACTUAL,-28.32
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-351.01
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-844.82
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-784.44
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-146.66
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,MIAMIFOR138 KV  MIA-08W1,ACTUAL,-90.23
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-205.55
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-35.70
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-501.93
6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,6/25/2025 12:00:00 AM,6/24/2025 8:00:00 PM,SAXTON  115 KV  SAX-SNA,230/115.Lewistown.T3,-88.03
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-503.26
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-354.31
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,APSOUTH contingency,L500.Bedington-BlackOak,-34.22
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-179.28
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-64.14
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,BCPEP,ACTUAL,-114.27
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,CARL PN 115 KV  CAR-GAR,500/230.Hunterstown.T1,-89.11
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,CARL PN 115 KV  CAR-ROX,ACTUAL,-23.87
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-590.98
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,ELROY   500 KV  ELR-HOS,L500.Alburtis-Branchburg.5016,-62.87
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-1059.25
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-186.70
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,MIAMIFOR138 KV  MIA-08W1,ACTUAL,-165.15
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-209.25
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-33.84
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-658.46
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-222.42
6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 11:00:00 PM,6/24/2025 7:00:00 PM,PLYMOUTH230 KV  PLY-WHI4,L230.Limerick-Lock.220-61,-105.53
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-643.75
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-377.02
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-25.50
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-140.05
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-62.11
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,BCPEP,ACTUAL,-193.92
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,CARL PN 115 KV  CAR-GAR,500/230.Hunterstown.T1,-126.70
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-127.69
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,COLORA  230 KV  COL-CON2,L230.Conowingo-Nottingham-220-03,-21.62
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-514.62
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,ELROY   500 KV  ELR-HOS,L500.Alburtis-Branchburg.5016,-64.49
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-1131.69
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-1604.51
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-86.12
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,MIAMIFOR138 KV  MIA-08W1,ACTUAL,-117.13
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,MONR AE 230 KV  MON-NEW,500/230.Orchard.T1,-94.97
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-171.87
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-821.32
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-135.85
6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,6/24/2025 10:00:00 PM,6/24/2025 6:00:00 PM,PLYMOUTH230 KV  PLY-WHI4,L230.Limerick-Lock.220-61,-434.73
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-604.68
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-330.35
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-125.49
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-238.20
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-103.51
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,BCPEP,ACTUAL,-180.34
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,CARL PN 115 KV  CAR-GAR,500/230.Hunterstown.T1,-99.11
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-139.81
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-372.69
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,ELROY   500 KV  ELR-HOS,L500.Alburtis-Branchburg.5016,-6.07
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-645.05
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-1204.02
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-1226.81
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,MARDELA 69 KV   MAR-VIE,L230.IndianRiver-Milford.23034,-436.14
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,MIAMIFOR138 KV  MIA-08W1,ACTUAL,-43.59
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-213.70
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-47.40
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,PLEASNTV TX3       XFORMER   H  500 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-898.34
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-615.41
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,PLYMOUTH230 KV  PLY-WHI4,L230.Limerick-Lock.220-61,-256.64
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,ROXBOROU230 KV  ROX-WHI,L500.Keeney-RockSprings.5025,-88.59
6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,6/24/2025 9:00:00 PM,6/24/2025 5:00:00 PM,SCHUYLKI230 KV  SCH 7TR,ACTUAL,-109.36
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-531.15
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-259.82
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-134.45
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-296.42
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-149.13
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,BCPEP,ACTUAL,-171.09
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,CARL PN 115 KV  CAR-ROX,500/230.Hunterstown.T1,-138.78
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-210.54
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,ELROY   500 KV  ELR-HOS,L500.Alburtis-Branchburg.5016,-25.61
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,Elkhorn North Lake Geneva 138 l/o Sunrise White Water 138,WHTWTR3 138/LKHD TP 138 1-SUN 138 138 /LKHD T,-30.80
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,GRAYSFER230 KV  GRA-SCH7,ACTUAL,-606.06
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-859.15
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-1022.93
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-829.50
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-621.94
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-234.54
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-31.43
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-701.66
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,PLYMOUTH230 KV  PLY-WHI4,L230.Limerick-Lock.220-61,-109.49
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,SAXTON  115 KV  SAX-SNA,ACTUAL,-29.41
6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,6/24/2025 8:00:00 PM,6/24/2025 4:00:00 PM,SHENANGO-MASURY             A  138 KV,L345.Niles-Shenango,-627.30
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-455.00
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-218.02
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,94 HAURD-11323    11323     A  138 KV,L345.Nelson-ElectricJct.15502,-111.60
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,AMDEASTN115 KV  AMD-NORW,L230.MartinsCreek-Portland.1008,-671.70
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-284.52
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,BAIR    115 KV  BAI-JAC,L115.Yorkana-Yoe-Windsor.989,-107.79
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,BCPEP,ACTUAL,-139.72
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,BROADVW 138 KV  BRO-FIN,ACTUAL,-23.90
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-167.03
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-594.70
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-402.48
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-882.97
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,KEENEY  138 KV  13822,ACTUAL,-50.05
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,LENOX-NMESHOPP NML 1090     B  115 KV,L230.ETowanda-Hillside.2002 [NYISO],-851.58
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,MARDELA 69 KV   MAR-VIE,L138.Loretto-Vienna.13780,-534.29
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,MONR AE 69 KV   MON-VINE,L230.Cumberland-Orchard.2314,-158.50
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,MOUN UGI230 KV  2,230/66.Mountain.T1 (Sctnlz),-25.83
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,PLEASNTV-ASHBURN  274D      A  230 KV,L230.GooseCreek-Ashburn-Beaumeade.227,-652.32
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,PLYMOUTH230 KV  PLY-WHI4,L230.Limerick-Lock.220-61,-30.36
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,SCHUYLKI230 KV  SCH 7TR,ACTUAL,-892.16
6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,6/24/2025 7:00:00 PM,6/24/2025 3:00:00 PM,SHENANGO-MASURY             A  138 KV,L345.Niles-Shenango,-142.71
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,12 DRESDEN  45TR81 CT       H  345 KV,L345.Lockport-Kendall.10805,-459.52
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,74 KEWAN B1Z1 DIS              138 KV,L138.Corbin-CrescentRidge.98105,-123.99
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,ASPENSLR115 KV  ASP-ROXB,ACTUAL,-224.57
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,BCPEP,ACTUAL,-127.92
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,COOLSPRI230 KV  COL-MIL,L230.IndianRiver-Milford.23034,-229.05
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,Elkhorn North Lake Geneva 138 l/o Sunrise White Water 138,WHTWTR3 138/LKHD TP 138 1-SUN 138 138 /LKHD T,-1906.63
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,HARWGATE230 KV  205C,L500.Carson-Midlothian.563,-848.95
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,HOWARD  230 KV  HOW-PUM,ACTUAL,-192.12
6/24/2025 5:00:00 PM,6/24/2025 1:00:00 PM,6/24/2025 6:00:00 PM,6/24/2025 2:00:00 PM,KAMMER2 138 KV  KAM-NAT,ACTUAL,-777.12
